Ensembl.ID.supplied.by.Ensembl.	NCBI.Gene.ID.supplied.by.NCBI.	Approved.symbol	UniProt.ID.supplied.by.UniProt.	X0Gene	logFC	P.Value	adj.P.Val
ENSG00000004478	2288	FKBP4	Q02790	X52.ENSG00000004478	0.187666233766234	0.428827530098574	1
ENSG00000004487	23028	KDM1A	O60341	X53.ENSG00000004487	0.0515233766233765	0.527551274438197	1
ENSG00000004534	10180	RBM6	P78332	X54.ENSG00000004534	0.0734142857142847	0.559439566694256	1
ENSG00000004660	84254	CAMKK1	Q8N5S9	X55.ENSG00000004660	-0.192371428571429	0.55564175936932	1
ENSG00000004700	5965	RECQL	P46063	X56.ENSG00000004700	-0.00724675324675378	0.977972921612442	1
ENSG00000004766	55610	VPS50	Q96JG6	X57.ENSG00000004766	0.189789610389609	0.419355448816797	1
ENSG00000004776	126393	HSPB6	O14558	X58.ENSG00000004776	0.0610818181818182	0.578604770975668	1
ENSG00000004777	115703	ARHGAP33	O14559	X59.ENSG00000004777	0.0847805194805193	0.783549509291076	1
ENSG00000004779	4706	NDUFAB1	O14561	X60.ENSG00000004779	-0.000515584415584234	0.997085104257104	1
ENSG00000004799	5166	PDK4	Q16654	X61.ENSG00000004799	0.384297402597402	0.564724502731358	1
ENSG00000004809	85413	SLC22A16	Q86VW1	X62.ENSG00000004809	-0.516687012987013	0.109628256955071	1
ENSG00000004838	51364	ZMYND10	O75800	X63.ENSG00000004838	0.300118181818182	0.253201278079593	1
ENSG00000004846	340273	ABCB5	Q2M3G0	X64.ENSG00000004846	-0.00331558441558442	0.876877341854138	1
ENSG00000004848	170302	ARX	Q96QS3	X65.ENSG00000004848	-0.0387272727272727	0.154008416773096	1
ENSG00000004864	10165	SLC25A13	Q9UJS0	X66.ENSG00000004864	-0.204622077922079	0.419350496185174	1
ENSG00000004866	7982	ST7	Q9NRC1	X67.ENSG00000004866	0.160702597402597	0.486463375732535	1
ENSG00000004897	996	CDC27	P30260	X68.ENSG00000004897	-0.193807792207792	0.0552130175136094	1
ENSG00000004939	6521	SLC4A1	P02730	X69.ENSG00000004939	0.159076623376623	0.0320663470854996	1
ENSG00000004948	799	CALCR	P30988	X70.ENSG00000004948	-0.00537662337662338	0.630709438112043	1
ENSG00000004961	3052	HCCS	P53701	X71.ENSG00000004961	0.0880714285714281	0.624234943375397	1
ENSG00000004975	1856	DVL2	O14641	X72.ENSG00000004975	0.0900662337662335	0.652093587370443	1
ENSG00000005001	64063	PRSS22	Q9GZN4	X73.ENSG00000005001	0.0466415584415583	0.834337555433413	1
ENSG00000005007	5976	UPF1	Q92900	X74.ENSG00000005007	-0.0291168831168827	0.822893368437741	1
ENSG00000005020	8935	SKAP2	O75563	X75.ENSG00000005020	-0.20445064935065	0.716620304930761	1
ENSG00000005022	292	SLC25A5	P05141	X76.ENSG00000005022	-0.185318181818183	0.205794738302942	1
ENSG00000005059	55013	MCUB	Q9NWR8	X77.ENSG00000005059	-0.225771428571429	0.104378153504408	1
ENSG00000005073	3207	HOXA11	P31270	X78.ENSG00000005073	0.0386571428571429	0.206391288012044	1
ENSG00000005075	5439	POLR2J	P52435	X79.ENSG00000005075	0.0623298701298696	0.507815829736553	1
ENSG00000005100	56919	DHX33	Q9H6R0	X80.ENSG00000005100	-0.00310649350649372	0.989745868443113	1
ENSG00000005102	4222	MEOX1	P50221	X81.ENSG00000005102	0.0536506493506492	0.8841436058322	1
ENSG00000005108	221981	THSD7A	Q9UPZ6	X82.ENSG00000005108	-0.0612688311688312	0.277538607104397	1
ENSG00000005156	3980	LIG3	P49916	X83.ENSG00000005156	0.0869571428571422	0.549950898168137	1
ENSG00000005175	79657	RPAP3	Q9H6T3	X84.ENSG00000005175	0.0316935064935063	0.887074223297216	1
ENSG00000005187	6296	ACSM3	Q53FZ2	X85.ENSG00000005187	-0.011694805194805	0.940025033615874	1
ENSG00000005189	81691	REXO5	Q96IC2	X86.ENSG00000005189	0.19904025974026	0.489382679171655	1
ENSG00000005194	57019	CIAPIN1	Q6FI81	X87.ENSG00000005194	-0.067685714285715	0.547818960311591	1
ENSG00000005206	56928	SPPL2B	Q8TCT7	X88.ENSG00000005206	-0.065188311688312	0.685607097775857	1
ENSG00000005238	80256	FAM214B	Q7L5A3	X89.ENSG00000005238	-0.482393506493507	0.261224010258779	1
ENSG00000005243	51226	COPZ2	Q9P299	X90.ENSG00000005243	-0.300114285714286	0.477499703207339	1
ENSG00000005249	5577	PRKAR2B	P31323	X91.ENSG00000005249	-0.295498701298701	0.452244810617729	1
ENSG00000005302	10943	MSL3	Q8N5Y2	X92.ENSG00000005302	0.149824675324675	0.364739328138982	1
ENSG00000005339	1387	CREBBP	Q92793	X93.ENSG00000005339	0.0341896103896099	0.822338840706214	1
ENSG00000005379	9256	TSPOAP1	O95153	X94.ENSG00000005379	-0.162551948051948	0.659253823610876	1
ENSG00000005381	4353	MPO	P05164	X95.ENSG00000005381	-0.304468831168831	0.43314726971138	1
ENSG00000005421	5444	PON1	P27169	X96.ENSG00000005421	0.0166857142857143	0.213312254316861	1
ENSG00000005436	6936	GCFC2	P16383	X97.ENSG00000005436	-0.00608311688311695	0.97929299219398	1
ENSG00000005448	84058	WDR54	Q9H977	X98.ENSG00000005448	-0.15491038961039	0.644662452374444	1
