Ensembl.ID.supplied.by.Ensembl.	NCBI.Gene.ID.supplied.by.NCBI.	Approved.symbol	UniProt.ID.supplied.by.UniProt.	X0Gene	logFC	P.Value	adj.P.Val
ENSG00000184967	79050	NOC4L	Q9BVI4	X15251.ENSG00000184967	0.170034615384615	0.35491041665432	0.793634305439642
ENSG00000184979	11274	USP18	Q9UMW8	X15252.ENSG00000184979	0.172292307692308	0.441265826066559	0.837345138970802
ENSG00000184983	4700	NDUFA6	P56556	X15253.ENSG00000184983	-0.0221836538461539	0.811833259564718	0.971799422973213
ENSG00000184984	1133	CHRM5	P08912	X15254.ENSG00000184984	0.0033134615384616	0.982544611534798	1
ENSG00000184985	57537	SORCS2	Q96PQ0	X15255.ENSG00000184985	0.17185	0.141016966467227	0.706794078462631
ENSG00000184986	80757	TMEM121	Q9BTD3	X15256.ENSG00000184986	-0.121007692307692	0.70336494389342	0.939152217683172
ENSG00000184988	113277	TMEM106A	Q96A25	X15257.ENSG00000184988	1.21172596153846	0.135780105696534	0.706794078462631
ENSG00000184990	10572	SIVA1	O15304	X15258.ENSG00000184990	-0.00641923076923128	0.950729783908752	1
ENSG00000184992	140707	BRI3BP	Q8WY22	X15259.ENSG00000184992	0.383735576923077	0.226073182040756	0.711809264088424
ENSG00000184995	338376	IFNE	Q86WN2	X15260.ENSG00000184995	0.0208461538461539	0.440070600929009	0.836577585788668
ENSG00000184999	387775	SLC22A10	Q63ZE4	X15261.ENSG00000184999	0.0291	0.0917763636118736	0.695259707799364
ENSG00000185000	8694	DGAT1	O75907	X15262.ENSG00000185000	0.00983365384615363	0.931044043405108	1
ENSG00000185002	222546	RFX6	Q8HWS3	X15263.ENSG00000185002	0.0309211538461538	0.274701615861807	0.743653250598146
ENSG00000185008	6092	ROBO2	Q9HCK4	X15264.ENSG00000185008	0.165327884615385	0.0945543721172318	0.695259707799364
ENSG00000185009	26985	AP3M1	Q9Y2T2	X15265.ENSG00000185009	0.213122115384615	0.0638057694964349	0.695259707799364
ENSG00000185010	2157	F8	P00451	X15266.ENSG00000185010	-0.00813749999999985	0.96074710123606	1
ENSG00000185013	93034	NT5C1B	Q96P26	X15267.ENSG00000185013	0.104108653846154	0.608925218347197	0.907178845188443
ENSG00000185015	377677	CA13	Q8N1Q1	X15268.ENSG00000185015	0.0263903846153845	0.912125441955501	1
ENSG00000185019	22888	UBOX5	O94941	X15269.ENSG00000185019	0.0208076923076922	0.886249519272321	0.994629160172902
ENSG00000185022	23764	MAFF	Q9ULX9	X15270.ENSG00000185022	-0.597373076923077	0.0699395094593309	0.695259707799364
ENSG00000185024	2972	BRF1	Q92994	X15271.ENSG00000185024	0.135948076923077	0.294200961304543	0.756211336531819
ENSG00000185028	389257	LRRC14B	A6NHZ5	X15272.ENSG00000185028	0.0496298076923077	0.357351637750662	0.795222002056895
ENSG00000185033	10509	SEMA4B	Q9NPR2	X15273.ENSG00000185033	0.331021153846154	0.2170410461062	0.707901056509599
ENSG00000185038	339766	MROH2A	A6NES4	X15274.ENSG00000185038	0.0284625	0.409065680331856	0.825962191671721
ENSG00000185040	102723555	SPDYE16	A6NNV3	X15275.ENSG00000185040	0.144226923076923	0.388115977197961	0.812496663468649
ENSG00000185043	10519	CIB1	Q99828	X15276.ENSG00000185043	-0.0835432692307696	0.675405411405073	0.928177040125867
ENSG00000185046	56899	ANKS1B	Q7Z6G8	X15277.ENSG00000185046	0.358002884615385	0.112849435207387	0.698215424854455
ENSG00000185049	7469	NELFA	Q9H3P2	X15278.ENSG00000185049	0.0404855769230769	0.808028129954772	0.970997222552498
ENSG00000185052	57419	SLC24A3	Q9HC58	X15279.ENSG00000185052	-0.0326711538461539	0.747536850522886	0.954213882428726
ENSG00000185053	137868	SGCZ	Q96LD1	X15280.ENSG00000185053	0.0339	0.205290461318971	0.706794078462631
ENSG00000185055	100130771	EFCAB10	A6NFE3	X15281.ENSG00000185055	0.114581730769231	0.628006065143002	0.913610907790969
ENSG00000185056	133491	C5orf47	Q569G3	X15282.ENSG00000185056	0.0381028846153846	0.204472520018984	0.706794078462631
ENSG00000185069	51350	KRT76	Q01546	X15283.ENSG00000185069	0.02555	0.0975913459418232	0.695259707799364
ENSG00000185070	23768	FLRT2	O43155	X15284.ENSG00000185070	0.0374673076923076	0.808210837911042	0.971097172423533
ENSG00000185085	80789	INTS5	Q6P9B9	X15285.ENSG00000185085	-0.074340384615385	0.723666712400583	0.945491031742388
ENSG00000185088	51065	RPS27L	Q71UM5	X15286.ENSG00000185088	0.106538461538461	0.55786136465743	0.884457376503829
ENSG00000185090	149175	MANEAL	Q5VSG8	X15287.ENSG00000185090	-0.1373	0.391670173151346	0.815130128914486
